Time,X,Y,Z,Height,Temper,Laser Power,Powder Gas,Coaxial Gas,Shield Gas,Feeder1,Feeder2,Feeder3
12_14:55:48.334,28.499,3.717,0.000,0.129,1440.900,587.000,3.003,8.999,0.190,479,0,0
12_14:55:48.680,28.499,7.905,0.000,0.122,1521.300,587.000,3.004,9.001,0.188,579,0,0
12_14:55:48.986,28.499,12.896,0.000,0.098,1547.300,587.000,3.003,8.999,0.191,402,0,0
12_14:55:49.284,28.999,12.132,0.000,0.139,1473.100,587.000,3.002,8.998,0.186,475,0,0
12_14:55:49.634,28.999,8.043,0.000,0.069,1481.400,587.000,3.000,9.003,0.189,579,0,0
12_14:55:49.914,28.999,3.232,0.000,0.155,1509.100,579.000,3.000,8.997,0.186,397,0,0
12_14:55:50.205,29.499,1.497,0.000,0.126,1548.600,587.000,3.003,9.002,0.185,473,0,0
12_14:55:50.552,29.499,5.702,0.000,0.134,1532.400,587.000,3.003,9.003,0.186,574,0,0
12_14:55:50.844,29.499,10.663,0.000,0.106,1542.000,588.000,3.000,9.003,0.192,410,0,0
12_14:55:51.130,29.789,14.493,0.000,0.125,1589.900,587.000,3.004,9.000,0.188,472,0,0
12_14:55:51.432,29.999,10.506,0.000,0.116,1551.100,587.000,3.002,9.004,0.188,482,0,0
12_14:55:51.781,29.999,6.215,0.000,0.092,1508.400,587.000,3.004,9.005,0.187,496,0,0
12_14:55:52.005,29.999,2.210,0.000,0.119,1448.800,587.000,3.005,8.997,0.188,462,0,0
12_14:55:52.308,30.499,2.604,0.000,0.329,1537.300,377.000,3.004,9.001,0.190,484,0,0
12_14:55:52.657,30.499,6.624,0.000,0.122,1517.300,587.000,3.006,9.006,0.188,563,0,0
12_14:55:52.912,30.499,11.351,0.000,0.106,1533.600,587.000,2.998,9.004,0.191,400,0,0
12_14:55:53.204,31.002,13.836,0.000,0.125,1550.500,587.000,3.003,9.005,0.186,487,0,0
12_14:55:53.490,30.999,9.716,0.000,0.095,1434.200,587.000,3.003,9.003,0.188,483,0,0
12_14:55:53.783,30.999,5.561,0.000,0.088,1500.800,587.000,3.004,8.997,0.188,478,0,0
12_14:55:54.068,30.999,1.560,0.000,0.105,1474.500,588.000,3.001,9.003,0.190,472,0,0
12_14:55:54.371,31.499,3.254,0.000,0.147,1476.600,586.000,3.003,8.999,0.191,485,0,0
12_14:55:54.721,31.499,7.304,0.000,0.144,1511.000,587.000,2.999,8.997,0.190,577,0,0
12_14:55:55.009,31.499,12.273,0.000,0.098,1491.700,587.000,3.002,9.003,0.190,396,0,0
12_14:55:55.311,31.999,12.969,0.000,0.146,1496.600,587.000,3.002,9.005,0.187,489,0,0
12_14:55:55.627,31.999,8.897,0.000,0.108,1529.700,587.000,3.001,9.000,0.191,572,0,0
12_14:55:55.933,31.999,3.959,0.000,0.089,1528.700,587.000,3.001,9.002,0.185,398,0,0
12_14:55:56.235,32.498,0.842,0.000,0.074,1521.100,587.000,3.004,8.997,0.188,483,0,0
12_14:55:56.489,32.499,4.867,0.000,0.084,1484.100,587.000,3.002,9.009,0.187,475,0,0
12_14:55:56.792,32.499,8.937,0.000,0.108,1504.500,587.000,3.002,9.001,0.188,486,0,0
12_14:55:57.110,32.499,13.049,0.000,0.083,1516.100,587.000,3.003,9.003,0.190,474,0,0
12_14:55:57.382,32.999,12.233,0.000,0.112,1434.100,587.000,3.003,9.004,0.191,479,0,0
12_14:55:57.732,32.999,8.175,0.000,0.099,1456.600,587.000,3.003,9.002,0.185,576,0,0
12_14:55:57.987,32.999,3.328,0.000,0.103,1480.500,588.000,3.003,8.998,0.190,394,0,0
12_14:55:58.291,33.499,1.592,0.000,0.099,1426.600,587.000,3.003,9.002,0.189,492,0,0
12_14:55:58.627,33.499,5.697,0.000,0.154,1532.600,580.000,3.003,9.007,0.186,570,0,0
12_14:55:58.914,33.499,10.674,0.000,0.119,1511.300,587.000,3.003,9.002,0.187,399,0,0
12_14:55:59.222,33.981,14.339,0.000,0.107,1499.600,587.000,3.000,9.000,0.190,481,0,0
12_14:55:59.519,33.999,10.041,0.000,0.135,1514.300,587.000,3.003,8.992,0.185,482,0,0
12_14:55:59.822,33.999,6.009,0.000,0.121,1512.300,587.000,3.003,9.001,0.189,480,0,0
12_14:56:00.096,33.999,1.902,0.000,0.094,1564.300,587.000,3.000,9.003,0.190,479,0,0
12_14:56:00.380,34.499,2.866,0.000,0.127,1477.800,587.000,3.005,9.004,0.192,479,0,0
12_14:56:00.748,34.499,6.921,0.000,0.110,1493.700,587.000,3.000,9.006,0.190,578,0,0
12_14:56:01.050,34.499,11.916,0.000,0.078,1505.900,587.000,3.001,9.001,0.192,402,0,0
12_14:56:01.318,34.999,13.385,0.000,0.144,1516.300,587.000,3.000,8.997,0.188,475,0,0
12_14:56:01.664,34.999,9.101,0.000,0.075,1544.600,587.000,3.002,9.001,0.191,574,0,0
12_14:56:01.955,34.999,4.300,0.000,0.067,1509.600,587.000,3.001,9.000,0.192,394,0,0
12_14:56:02.259,35.446,0.607,0.000,0.112,1553.900,587.000,3.004,8.999,0.188,479,0,0
12_14:56:02.534,35.499,4.737,0.000,0.123,1452.900,587.000,3.000,9.003,0.190,484,0,0
12_14:56:02.832,35.499,8.986,0.000,0.103,1528.200,587.000,3.004,9.007,0.190,481,0,0
12_14:56:03.136,35.499,13.086,0.000,0.144,1524.900,587.000,2.998,9.004,0.190,480,0,0
12_14:56:03.454,35.999,12.154,0.000,0.136,1493.600,588.000,3.002,9.005,0.189,475,0,0
12_14:56:03.756,35.999,8.087,0.000,0.074,1392.900,587.000,3.003,9.000,0.187,585,0,0
12_14:56:04.058,35.999,3.157,0.000,0.160,1481.200,569.000,3.005,9.001,0.189,394,0,0
12_14:56:04.368,36.499,2.070,0.000,0.135,1522.500,587.000,3.002,9.004,0.187,491,0,0
12_14:56:04.726,36.499,6.335,0.000,0.115,1518.900,587.000,3.001,8.999,0.189,559,0,0
12_14:56:05.007,36.499,11.193,0.000,0.161,1440.700,569.000,3.000,8.993,0.187,397,0,0
12_14:56:05.299,36.990,14.060,0.000,0.118,1476.200,587.000,3.003,9.000,0.190,485,0,0
12_14:56:05.601,36.999,9.870,0.000,0.117,1471.300,587.000,3.004,9.007,0.190,477,0,0
12_14:56:05.872,36.999,5.926,0.000,0.071,1550.300,587.000,3.001,9.007,0.190,476,0,0
12_14:56:06.172,36.999,1.566,0.000,0.109,1420.900,587.000,3.006,9.001,0.188,480,0,0
12_14:56:06.459,37.499,3.214,0.000,0.117,1534.400,587.000,3.002,9.001,0.191,486,0,0
12_14:56:06.825,37.499,7.245,0.000,0.158,1515.500,573.000,3.000,8.999,0.186,572,0,0
12_14:56:07.100,37.499,12.237,0.000,0.113,1480.500,591.000,3.001,9.009,0.190,397,0,0
12_14:56:07.399,37.999,13.009,0.000,0.087,1547.400,587.000,3.005,9.001,0.192,486,0,0
12_14:56:07.734,37.999,8.914,0.000,0.106,1531.400,588.000,2.999,9.003,0.189,578,0,0
12_14:56:08.021,37.999,3.976,0.000,0.115,1505.800,587.000,3.002,9.004,0.188,397,0,0
12_14:56:08.324,38.512,0.771,0.000,0.082,1554.900,588.000,3.003,9.005,0.190,474,0,0
12_14:56:08.595,38.499,4.873,0.000,0.120,1531.200,587.000,3.001,9.005,0.190,481,0,0
12_14:56:08.882,38.499,8.900,0.000,0.120,1512.500,588.000,3.000,9.001,0.187,481,0,0
12_14:56:09.188,38.499,13.208,0.000,0.137,1499.700,588.000,3.001,9.001,0.185,476,0,0
12_14:56:09.500,38.999,11.970,0.000,0.138,1467.800,587.000,3.002,8.997,0.191,490,0,0
12_14:56:09.816,38.999,8.004,0.000,0.113,1522.300,587.000,2.999,8.998,0.188,576,0,0
12_14:56:10.120,38.999,3.043,0.000,0.130,1531.300,588.000,3.000,9.001,0.190,400,0,0
12_14:56:10.438,39.499,1.718,0.000,0.117,1528.400,587.000,3.003,8.999,0.190,480,0,0
12_14:56:10.772,39.499,5.803,0.000,0.132,1523.600,587.000,3.001,8.994,0.190,577,0,0
12_14:56:11.059,39.499,10.756,0.000,0.134,1508.600,587.000,3.005,9.003,0.190,401,0,0
12_14:56:11.331,40.002,14.289,0.000,0.137,1440.600,587.000,3.000,9.000,0.190,474,0,0
12_14:56:11.617,39.999,10.169,0.000,0.110,1544.300,587.000,3.002,8.999,0.190,480,0,0
12_14:56:11.899,39.999,6.226,0.000,0.104,1407.600,587.000,3.005,8.996,0.190,472,0,0
12_14:56:12.204,39.999,2.233,0.000,0.082,1520.900,587.000,3.003,9.001,0.190,482,0,0
12_14:56:12.475,40.499,2.457,0.000,0.108,1518.700,588.000,3.002,9.006,0.191,491,0,0
12_14:56:12.842,40.499,6.797,0.000,0.109,1498.300,587.000,3.000,9.004,0.188,572,0,0
12_14:56:13.143,40.499,12.079,0.000,0.136,1512.700,588.000,3.001,9.002,0.193,398,0,0
12_14:56:13.446,40.999,13.101,0.000,0.098,1478.700,587.000,3.002,9.004,0.188,484,0,0
12_14:56:13.779,40.999,9.053,0.000,0.082,1514.600,587.000,3.000,9.009,0.187,571,0,0
12_14:56:14.081,40.999,3.889,0.000,0.151,1519.600,584.000,2.998,9.002,0.192,412,0,0
12_14:56:14.383,41.491,0.892,0.000,0.094,1491.600,587.000,3.001,8.999,0.190,470,0,0
12_14:56:14.669,41.499,4.914,0.000,0.140,1519.600,587.000,2.999,9.008,0.190,484,0,0
12_14:56:14.971,41.499,9.428,0.000,0.104,1531.000,588.000,3.003,8.996,0.187,481,0,0
12_14:56:15.275,41.499,13.563,0.000,0.112,1507.700,586.000,3.003,9.002,0.191,479,0,0
12_14:56:15.577,41.999,11.737,0.000,0.115,1522.600,587.000,3.000,9.001,0.189,477,0,0
12_14:56:15.896,41.999,7.669,0.000,0.124,1525.900,587.000,3.000,9.007,0.191,579,0,0
12_14:56:16.181,41.999,2.734,0.000,0.124,1525.900,588.000,3.002,9.008,0.190,397,0,0
12_14:56:16.498,42.499,2.218,0.000,0.106,1525.900,587.000,3.002,9.003,0.188,478,0,0
12_14:56:16.861,42.499,6.127,0.000,0.142,1531.800,587.000,3.002,9.005,0.187,589,0,0
12_14:56:17.117,42.499,11.011,0.000,0.086,1497.600,587.000,3.002,9.000,0.191,395,0,0
12_14:56:17.391,43.012,14.230,0.000,0.132,1545.300,587.000,3.003,9.003,0.190,481,0,0
12_14:56:17.704,42.999,10.048,0.000,0.110,1498.200,587.000,3.005,9.005,0.189,480,0,0
12_14:56:17.976,42.999,6.115,0.000,0.119,1523.400,587.000,3.002,9.006,0.189,481,0,0
12_14:56:18.277,42.999,1.866,0.000,0.130,1522.800,588.000,3.001,9.001,0.192,470,0,0
12_14:56:18.596,43.499,2.929,0.000,0.118,1476.800,587.000,3.001,9.004,0.183,485,0,0
12_14:56:18.899,43.499,6.975,0.000,0.095,1545.800,587.000,3.004,9.001,0.189,575,0,0
12_14:56:19.207,43.499,12.212,0.000,0.095,1556.800,588.000,3.003,9.002,0.188,408,0,0
12_14:56:19.489,43.999,13.034,0.000,0.142,1445.500,587.000,3.003,8.998,0.195,479,0,0
12_14:56:19.856,43.999,8.965,0.000,0.103,1495.400,588.000,3.002,9.002,0.188,581,0,0
12_14:56:20.127,43.999,3.997,0.000,0.145,1535.200,587.000,3.003,9.002,0.190,400,0,0
12_14:56:20.428,44.511,0.806,0.000,0.102,1531.700,587.000,3.002,9.001,0.190,474,0,0
12_14:56:20.732,44.499,5.021,0.000,0.092,1529.900,587.000,3.002,9.001,0.191,479,0,0
12_14:56:21.050,44.499,9.144,0.000,0.124,1526.100,587.000,3.003,9.002,0.190,485,0,0
12_14:56:21.304,44.499,13.179,0.000,0.086,1525.800,587.000,3.004,9.002,0.186,472,0,0
12_14:56:21.605,44.999,11.862,0.000,0.127,1544.900,587.000,3.001,9.002,0.190,489,0,0
12_14:56:21.970,44.999,7.290,0.000,0.122,1486.600,587.000,3.000,9.007,0.187,565,0,0
12_14:56:22.255,44.999,2.440,0.000,0.121,1514.900,587.000,3.002,8.998,0.187,395,0,0
12_14:56:22.558,45.499,2.332,0.000,0.095,1528.200,587.000,3.000,9.009,0.189,481,0,0
12_14:56:22.884,45.499,6.355,0.000,0.116,1535.000,587.000,3.000,9.001,0.190,573,0,0
12_14:56:23.196,45.499,11.365,0.000,0.107,1523.400,587.000,3.001,9.001,0.194,405,0,0
12_14:56:23.530,46.002,13.872,0.000,0.114,1534.900,587.000,3.000,9.004,0.187,483,0,0
12_14:56:23.881,45.999,9.333,0.000,0.115,1493.400,586.000,3.003,9.000,0.190,565,0,0
12_14:56:24.165,45.999,4.384,0.000,0.121,1454.500,587.000,3.002,8.997,0.186,400,0,0
12_14:56:24.434,46.114,0.510,0.000,0.103,1510.200,587.000,3.005,9.001,0.191,474,0,0
12_14:56:24.705,46.499,4.392,0.000,0.121,1556.900,587.000,3.002,9.001,0.190,482,0,0
12_14:56:25.024,46.499,8.680,0.000,0.118,1511.600,587.000,3.003,9.001,0.191,483,0,0
12_14:56:25.327,46.499,12.976,0.000,0.112,1518.900,587.000,3.004,9.006,0.190,473,0,0
12_14:56:25.614,46.999,12.029,0.000,0.118,1535.500,587.000,3.005,9.002,0.190,482,0,0
12_14:56:25.961,46.999,7.972,0.000,0.127,1541.500,587.000,3.000,9.005,0.190,572,0,0
12_14:56:26.244,46.999,3.149,0.000,0.122,1515.600,588.000,3.003,9.005,0.186,397,0,0
12_14:56:26.537,47.499,1.749,0.000,0.093,1536.900,587.000,3.002,8.999,0.186,487,0,0
12_14:56:26.904,47.499,5.850,0.000,0.140,1479.500,586.000,3.003,9.003,0.188,571,0,0
12_14:56:27.178,47.499,10.788,0.000,0.120,1531.600,586.000,3.003,9.001,0.190,400,0,0
12_14:56:27.461,47.876,14.461,0.000,0.111,1517.300,587.000,3.001,9.001,0.189,479,0,0
12_14:56:27.763,47.999,10.420,0.000,0.136,1520.200,586.000,3.003,8.999,0.190,480,0,0
12_14:56:28.051,47.999,6.221,0.000,0.106,1472.100,587.000,3.005,9.003,0.190,483,0,0
12_14:56:28.353,47.999,2.032,0.000,0.134,1547.700,587.000,3.002,8.999,0.188,478,0,0
12_14:56:28.627,48.499,2.746,0.000,0.101,1520.000,587.000,3.001,9.009,0.195,478,0,0
12_14:56:28.970,48.499,6.829,0.000,0.138,1489.900,587.000,3.001,9.001,0.188,575,0,0
12_14:56:29.256,48.499,11.652,0.000,0.139,1475.600,587.000,3.002,9.004,0.191,404,0,0
12_14:56:29.548,48.999,13.463,0.000,0.118,1531.000,587.000,3.003,9.000,0.189,476,0,0
12_14:56:29.895,48.999,9.407,0.000,0.134,1499.600,587.000,3.001,8.999,0.190,557,0,0
12_14:56:30.201,48.999,4.457,0.000,0.114,1539.800,587.000,3.003,8.994,0.190,414,0,0
12_14:56:30.503,49.512,0.794,0.000,0.074,1550.000,587.000,3.003,9.002,0.190,485,0,0
12_14:56:30.806,49.499,4.828,0.000,0.111,1547.900,587.000,3.002,9.002,0.189,480,0,0
12_14:56:31.092,49.499,8.863,0.000,0.152,1524.000,582.000,3.001,8.999,0.191,469,0,0
12_14:56:31.379,49.499,12.757,0.000,0.118,1510.200,587.000,3.005,9.014,0.192,491,0,0
12_14:56:31.650,49.999,12.475,0.000,0.131,1462.400,588.000,3.002,9.002,0.190,470,0,0
12_14:56:31.969,49.999,8.447,0.000,0.105,1486.700,587.000,3.006,8.997,0.189,492,0,0
12_14:56:32.224,49.999,4.369,0.000,0.102,1512.800,587.000,3.004,9.005,0.192,470,0,0
12_14:56:32.526,50.439,0.600,0.000,0.127,1410.300,587.000,3.003,8.995,0.189,479,0,0
12_14:56:32.844,50.499,4.694,0.000,0.144,1517.200,587.000,3.001,9.001,0.190,485,0,0
12_14:56:33.099,50.499,8.725,0.000,0.139,1480.400,587.000,3.000,9.004,0.190,476,0,0
12_14:56:33.402,50.499,13.090,0.000,0.093,1524.000,587.000,3.005,9.003,0.186,482,0,0
12_14:56:33.705,50.999,11.771,0.000,0.094,1512.800,587.000,3.003,9.006,0.193,481,0,0
12_14:56:33.990,50.999,7.725,0.000,0.121,1504.400,587.000,3.000,9.003,0.193,471,0,0
12_14:56:34.291,50.999,3.674,0.000,0.152,1505.800,584.000,3.004,9.002,0.188,485,0,0
12_14:56:34.625,51.502,1.099,0.000,0.082,1542.800,587.000,3.001,9.004,0.191,482,0,0
12_14:56:34.847,51.499,5.145,0.000,0.124,1535.800,587.000,3.002,9.007,0.185,480,0,0
12_14:56:35.167,51.499,9.222,0.000,0.102,1520.000,587.000,3.000,8.996,0.195,527,0,0
12_14:56:35.472,51.499,13.923,0.000,0.111,1445.500,587.000,3.005,9.002,0.191,439,0,0
12_14:56:35.755,51.999,11.301,0.000,0.113,1514.000,587.000,3.000,8.998,0.190,473,0,0
12_14:56:36.057,51.999,7.185,0.000,0.136,1506.800,587.000,2.999,9.007,0.193,485,0,0
12_14:56:36.359,51.999,2.745,0.000,0.047,1510.300,587.000,3.000,9.006,0.190,477,0,0
12_14:56:36.646,52.499,2.024,0.000,0.092,1509.000,587.000,3.003,9.003,0.191,473,0,0
12_14:56:36.947,52.499,6.067,0.000,0.147,1547.900,587.000,3.002,9.003,0.190,488,0,0
12_14:56:37.219,52.499,10.109,0.000,0.125,1536.700,587.000,3.003,8.996,0.191,472,0,0
12_14:56:37.521,52.499,14.244,0.000,0.142,1502.100,587.000,3.003,9.000,0.191,484,0,0
12_14:56:37.840,52.999,10.543,0.000,0.117,1466.900,587.000,3.006,9.002,0.187,478,0,0
12_14:56:38.143,52.999,6.045,0.000,0.086,1466.900,587.000,3.000,9.003,0.193,475,0,0
12_14:56:38.446,52.999,1.995,0.000,0.117,1466.900,587.000,3.002,9.000,0.189,491,0,0
12_14:56:38.750,53.499,3.010,0.000,0.151,1501.400,587.000,3.001,8.995,0.193,475,0,0
12_14:56:39.036,53.499,7.325,0.000,0.091,1508.900,587.000,3.003,8.998,0.190,482,0,0
12_14:56:39.338,53.499,11.340,0.000,0.181,1521.300,536.000,3.002,9.007,0.190,474,0,0
12_14:56:39.610,54.002,13.893,0.000,0.125,1369.300,587.000,3.003,9.007,0.190,480,0,0
12_14:56:39.896,53.999,9.836,0.000,0.153,1526.900,580.000,3.004,9.001,0.187,480,0,0
12_14:56:40.200,53.999,5.710,0.000,0.100,1501.900,587.000,3.001,9.004,0.191,486,0,0
12_14:56:40.502,53.999,1.189,0.000,0.114,1542.900,588.000,3.001,9.002,0.189,479,0,0
12_14:56:40.835,54.499,3.565,0.000,0.115,1532.100,587.000,3.000,8.999,0.190,532,0,0
12_14:56:41.139,54.499,8.288,0.000,0.108,1479.200,587.000,3.005,9.002,0.190,435,0,0
12_14:56:41.439,54.499,12.771,0.000,0.120,1501.100,587.000,3.000,9.008,0.188,481,0,0
12_14:56:41.742,54.999,12.426,0.000,0.121,1530.100,587.000,3.004,8.997,0.189,483,0,0
12_14:56:42.044,54.999,8.422,0.000,0.081,1529.500,587.000,3.006,9.003,0.190,472,0,0
12_14:56:42.314,54.999,4.237,0.000,0.114,1530.200,587.000,3.004,8.997,0.189,483,0,0
12_14:56:42.615,55.456,0.620,0.000,0.124,1546.400,587.000,3.001,9.002,0.193,475,0,0
12_14:56:42.917,55.499,4.887,0.000,0.142,1500.300,587.000,3.003,8.996,0.191,483,0,0
12_14:56:43.219,55.499,8.930,0.000,0.091,1455.000,587.000,3.001,9.001,0.194,472,0,0
12_14:56:43.490,55.499,13.023,0.000,0.138,1428.300,587.000,3.002,9.003,0.186,490,0,0
12_14:56:43.792,55.999,12.017,0.000,0.107,1528.700,587.000,2.999,8.994,0.190,477,0,0
12_14:56:44.095,55.999,7.970,0.000,0.109,1457.500,587.000,3.003,8.996,0.190,476,0,0
12_14:56:44.366,55.999,3.866,0.000,0.135,1536.600,587.000,3.002,9.005,0.190,481,0,0
12_14:56:44.657,56.502,1.145,0.000,0.104,1518.200,588.000,3.002,9.000,0.190,482,0,0
12_14:56:44.938,56.499,5.269,0.000,0.113,1529.500,588.000,2.998,8.995,0.187,479,0,0
12_14:56:45.224,56.499,9.217,0.000,0.104,1475.900,587.000,3.006,8.997,0.190,479,0,0
12_14:56:45.515,56.499,13.275,0.000,0.152,1447.500,583.000,3.001,9.000,0.189,479,0,0
12_14:56:45.814,56.999,11.826,0.000,0.105,1497.300,587.000,3.003,9.002,0.192,480,0,0
12_14:56:46.100,56.999,7.661,0.000,0.130,1494.600,587.000,3.000,8.999,0.190,479,0,0
12_14:56:46.403,56.999,3.595,0.000,0.097,1466.100,587.000,3.001,9.003,0.187,483,0,0
12_14:56:46.705,57.499,1.629,0.000,0.085,1538.100,587.000,3.004,8.996,0.190,475,0,0
12_14:56:47.007,57.499,5.686,0.000,0.111,1509.700,588.000,3.004,9.001,0.192,485,0,0
12_14:56:47.309,57.499,9.985,0.000,0.096,1499.300,587.000,3.001,8.999,0.187,473,0,0
12_14:56:47.626,57.602,14.490,0.000,0.126,1500.200,587.000,3.000,9.005,0.190,489,0,0
12_14:56:47.931,57.999,10.564,0.000,0.128,1481.800,587.000,3.001,9.002,0.188,468,0,0
12_14:56:48.206,57.999,6.518,0.000,0.105,1469.900,587.000,3.001,9.006,0.191,475,0,0
12_14:56:48.518,57.999,2.371,0.000,0.145,1475.200,588.000,3.001,8.995,0.191,490,0,0
12_14:56:48.773,58.499,2.287,0.000,0.115,1529.600,587.000,3.006,9.000,0.190,474,0,0
12_14:56:49.059,58.499,6.256,0.000,0.143,1574.800,587.000,3.003,8.996,0.194,492,0,0
12_14:56:49.360,58.499,10.593,0.000,0.122,1516.600,587.000,3.002,9.001,0.190,469,0,0
12_14:56:49.662,58.763,14.504,0.000,0.145,1535.800,587.000,3.003,9.013,0.190,484,0,0
12_14:56:49.945,58.999,10.435,0.000,0.134,1514.500,588.000,3.001,9.005,0.190,471,0,0
12_14:56:50.236,58.999,6.269,0.000,0.111,1446.100,588.000,3.001,8.997,0.190,488,0,0
12_14:56:50.523,58.999,2.196,0.000,0.105,1412.600,588.000,3.000,9.005,0.192,471,0,0
12_14:56:50.806,59.499,2.498,0.000,0.121,1531.100,588.000,3.003,9.003,0.194,483,0,0
12_14:56:51.112,59.499,6.856,0.000,0.159,1520.500,572.000,3.002,8.997,0.191,483,0,0
12_14:56:51.415,59.499,10.972,0.000,0.131,1502.600,587.000,3.001,9.007,0.185,477,0,0
12_14:56:51.706,59.990,14.079,0.000,0.107,1538.200,587.000,3.002,8.997,0.188,479,0,0
12_14:56:51.988,59.999,10.030,0.000,0.121,1541.500,588.000,3.002,9.006,0.190,479,0,0
12_14:56:52.274,59.999,5.967,0.000,0.091,1482.100,587.000,3.002,9.003,0.192,482,0,0
12_14:56:52.556,59.999,2.016,0.000,0.151,1489.300,586.000,3.002,8.999,0.193,482,0,0
12_14:56:52.863,60.499,3.098,0.000,0.099,1548.900,587.000,3.001,9.003,0.189,474,0,0
12_14:56:53.166,60.499,7.150,0.000,0.096,1519.000,587.000,3.003,9.006,0.190,482,0,0
12_14:56:53.468,60.499,11.163,0.000,0.132,1518.100,588.000,3.002,8.998,0.186,476,0,0
12_14:56:53.735,60.997,13.966,0.000,0.103,1548.000,588.000,3.002,8.994,0.187,484,0,0
12_14:56:54.041,60.999,9.755,0.000,0.106,1484.800,588.000,3.000,9.008,0.185,475,0,0
12_14:56:54.361,60.999,5.685,0.000,0.156,1552.400,577.000,2.999,9.002,0.188,480,0,0
12_14:56:54.616,60.999,1.638,0.000,0.131,1533.600,588.000,3.001,9.003,0.191,483,0,0
12_14:56:54.919,61.499,3.385,0.000,0.120,1498.200,587.000,3.005,8.997,0.189,482,0,0
12_14:56:55.222,61.499,7.930,0.000,0.123,1510.800,588.000,3.000,9.005,0.193,480,0,0
12_14:56:55.522,61.499,11.996,0.000,0.118,1515.600,588.000,3.001,9.002,0.193,476,0,0
12_14:56:55.824,61.999,13.067,0.000,0.107,1532.700,588.000,3.004,9.001,0.191,479,0,0
12_14:56:56.130,61.999,8.581,0.000,0.089,1511.300,587.000,3.003,9.001,0.194,480,0,0
12_14:56:56.410,61.999,4.541,0.000,0.087,1439.500,588.000,2.999,9.002,0.187,476,0,0
12_14:56:56.713,62.094,0.527,0.000,0.120,1534.000,587.000,3.004,8.997,0.192,484,0,0
12_14:56:57.015,62.499,4.246,0.000,0.101,1604.800,588.000,3.001,9.003,0.193,472,0,0
12_14:56:57.270,62.499,8.328,0.000,0.112,1518.300,588.000,2.999,9.001,0.190,488,0,0
12_14:56:57.572,62.499,12.432,0.000,0.073,1508.600,588.000,3.001,9.005,0.190,477,0,0
12_14:56:57.891,62.999,12.820,0.000,0.104,1470.200,588.000,3.005,8.998,0.192,481,0,0
12_14:56:58.130,62.999,8.776,0.000,0.112,1373.700,588.000,3.007,9.000,0.190,472,0,0
12_14:56:58.433,62.999,4.691,0.000,0.107,1496.900,587.000,3.001,8.999,0.191,484,0,0
12_14:56:58.735,63.359,0.531,0.000,0.130,1553.900,587.000,3.000,8.996,0.190,478,0,0
12_14:56:59.038,63.499,4.632,0.000,0.154,1467.200,580.000,3.003,9.005,0.189,490,0,0
12_14:56:59.355,63.499,9.058,0.000,0.130,1517.700,588.000,3.002,9.000,0.189,469,0,0
12_14:56:59.630,63.499,13.105,0.000,0.146,1443.300,587.000,3.000,8.997,0.189,481,0,0
12_14:56:59.925,63.999,11.940,0.000,0.153,1516.600,581.000,3.002,9.003,0.189,480,0,0
12_14:57:00.228,63.999,7.869,0.000,0.101,1528.400,587.000,3.002,9.003,0.186,475,0,0
12_14:57:00.547,63.999,3.815,0.000,0.105,1490.000,588.000,3.002,9.008,0.188,489,0,0
12_14:57:00.785,64.491,0.953,0.000,0.135,1520.700,588.000,3.002,9.010,0.191,473,0,0
12_14:57:01.088,64.499,5.042,0.000,0.129,1527.800,588.000,3.000,9.006,0.190,486,0,0
12_14:57:01.390,64.499,9.065,0.000,0.163,1523.800,567.000,3.004,9.004,0.188,471,0,0
12_14:57:01.661,64.499,13.139,0.000,0.114,1496.400,588.000,3.002,9.001,0.185,485,0,0
12_14:57:01.964,64.999,11.902,0.000,0.099,1520.500,587.000,3.002,9.005,0.189,472,0,0
12_14:57:02.236,64.999,7.816,0.000,0.107,1524.100,588.000,3.004,9.002,0.190,485,0,0
12_14:57:02.535,64.999,3.532,0.000,0.136,1505.200,587.000,3.003,8.998,0.191,482,0,0
12_14:57:02.838,65.499,1.243,0.000,0.098,1523.900,588.000,3.005,9.011,0.191,482,0,0
12_14:57:03.156,65.499,5.278,0.000,0.134,1514.700,588.000,2.998,9.005,0.189,479,0,0
12_14:57:03.411,65.499,9.398,0.000,0.124,1543.600,588.000,3.001,9.006,0.188,482,0,0
12_14:57:03.713,65.499,13.659,0.000,0.127,1568.600,588.000,3.004,9.004,0.190,477,0,0
12_14:57:04.016,65.999,11.221,0.000,0.109,1508.700,587.000,3.003,9.001,0.190,476,0,0
12_14:57:04.300,65.999,7.074,0.000,0.129,1531.500,588.000,3.004,9.001,0.193,488,0,0
12_14:57:04.601,65.999,3.024,0.000,0.082,1531.500,588.000,3.001,8.995,0.188,474,0,0
12_14:57:04.892,66.499,1.901,0.000,0.092,1531.500,588.000,3.002,9.000,0.186,479,0,0
12_14:57:05.188,66.499,6.097,0.000,0.132,1304.200,588.000,3.003,9.001,0.189,477,0,0
12_14:57:05.491,66.499,10.243,0.000,0.111,1485.200,587.000,3.000,9.011,0.193,485,0,0
12_14:57:05.791,66.581,14.463,0.000,0.096,1543.500,587.000,3.001,9.000,0.190,474,0,0
12_14:57:06.109,66.999,10.758,0.000,0.107,1528.800,587.000,3.001,9.005,0.190,479,0,0
12_14:57:06.349,66.999,6.696,0.000,0.108,1495.400,587.000,3.000,8.999,0.190,487,0,0
